Unnamed: 0,ID,Training Source,Home Office/Metro Area,Organization Number,Organization,Capability,Function 2,Career Level,Function,Function Name,Title,Training Type,Training Provider,Training Delivery Type,Training Location,Course Name,Course URL / Code,Vendor Name,Conference Name,Course or Event Name,Certification Type,Certification Name,Certification URL,Is there a course with this certification?,Consolidated Course Name,Category,Activity,Support Group,Assigned To,Request Status,Start Date,End Date,Start Mo/Yr,End Mo/Yr,Start FY,End FY,Business Justification,What % of the conference is business development?,Training Hours,Travel Required,Individual Travel Hours,Rqst Tot Labor Hrs,Airfare,Hotel,Per Diem,Other,Estimated Individual Travel,Misc Expenses,Certification Fee,Conference Fee,Course Fee,Catering,Facility Rental,Vendor Charge,Direct Other Expenses,Describe Other Expenses,Direct Expense Impact,Rqst NPR Alloc,Rqst NPR OH,Cancel No Response,Created,Retroactive Start Date,Duplicates,Reporting Status
774,TAS0015104,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.008,TC SAP,SAP,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,,Highly Recommended Training: Innovating in the New - Phase 2,https://mylearning.accenture.com/myl-ui/learner/activityDetails?referrer=currentTraining&activityID=,,,,,,,,Highly Recommended Training: Innovating in the New - Phase 2,ACN/AFS Curriculum,Innovating in the new,TAS TC SAP Approval Group,,Training Complete,4/5/17 0:00,4/5/17,08_Apr,08_Apr,FY17,FY17,Accenture curriculum,,1.0,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42829.676269999996,True,NO,3. Complete
775,TAS0012368,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.008,TC SAP,SAP,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,,Highly Recommended TrainingÛÓInnovating in the New,https://mylearning.accenture.com/ScormEngine/defaultui/modern-deliver.aspx?preventRightClick=False&c,,,,,,,,Highly Recommended TrainingÛÓInnovating in the New,ACN/AFS Curriculum,Innovating in the new,TAS TC SAP Approval Group,,Training Complete,2/6/17 0:00,2/6/17,06_Feb,06_Feb,FY17,FY17,Accenture curriculum,,1.0,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42772.49183,True,NO,3. Complete
776,TAS0006348,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.008,TC SAP,SAP,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,,,Comptia,,,Renew,Comptia Security+ CE,https://certification.comptia.org/certifications/security,No,Comptia Security+ CE,Cert renewal,(SECR) Security+,TAS TC SAP Approval Group,,Training Complete,3/23/16 0:00,3/16/17,07_Mar,07_Mar,FY16,FY17,Other,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0,0.0,0,0,0,0,,,0.0,50.0,True,42452.553719999996,True,NO,3. Complete
777,TAS0012666,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.008,TC SAP,SAP,TC,7,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,,,,Comptia,,,Renew,Secuirty Plus,https://certification.comptia.org/certifications/security,No,Secuirty Plus,Cert exam,(SECR) Security+,TAS TC SAP Approval Group,,Training Complete,2/24/17 0:00,2/24/17,06_Feb,06_Feb,FY17,FY17,Current project/role,,2.0,No,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0,0.0,0,0,0,0,,,0.0,320.0,True,42780.736410000005,True,NO,3. Complete
778,TAS0012298,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.008,TC SAP,SAP,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,"Austin, TX",Technical Architecture School,Z84949,,,,New,,,No,Technical Architecture School,Tech Arch,Tech Arch School,TAS TC SAP Approval Group,,Approved,5/15/17 0:00,5/19/17,09_May,09_May,FY17,FY17,Accenture curriculum,,40.0,Yes,7.0,47.0,450.0,350.0,100.0,50.0,950.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,950.0,True,42769.498380000005,True,NO,2. Approved
779,TAS0012996,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.008,TC SAP,SAP,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,Technology Architecture School,Z80016,,,,,,,,Technology Architecture School,Tech Arch,Tech Arch School,TAS TC SAP Approval Group,,Approved,6/12/17 0:00,6/16/17,10_Jun,10_Jun,FY17,FY17,Current project/role,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42794.40622,True,NO,2. Approved
780,TAS0015942,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.008,TC SAP,SAP,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,"5221 N. O'Connor Blvd. Suite, 1400 Irving, TX 75039",Technology Architecture School,https://mylearning.accenture.com/myl-ui/learner/activityDetails?referrer=search&activityID=734142&so,,,,,,,,Technology Architecture School,Tech Arch,Tech Arch School,TAS TC SAP Approval Group,,Approved,7/24/17 0:00,7/28/17,11_Jul,11_Jul,FY17,FY17,Career growth,,40.0,Yes,3.0,43.0,600.0,800.0,300.0,0.0,1700.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,1700.0,True,42844.52762,True,NO,2. Approved
781,TAS0012827,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.008,TC SAP,SAP,TC,4,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,Technology Consulting Immersion Workshop,A11317,,,,,,,,Technology Consulting Immersion Workshop,ACN/AFS Curriculum,TC Immersion Workshop,TAS TC SAP Approval Group,,Training Complete,3/14/17 0:00,3/16/17,07_Mar,07_Mar,FY17,FY17,Accenture curriculum,,24.0,Yes,5.0,29.0,400.0,0.0,180.0,800.0,1380.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,1380.0,True,42789.41172,True,NO,3. Complete
782,TAS0010588,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.008,TC SAP,SAP,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,Technology Consulting Think Tank,https://mylearning.accenture.com/myl-ui/learner/activityDetails?referrer=upcomingTraining&activityID,,,,,,,,Technology Consulting Think Tank,ACN/AFS Curriculum,TC Think Tank,TAS TC SAP Approval Group,,Training Complete,1/13/17 0:00,1/13/17,05_Jan,05_Jan,FY17,FY17,Current project/role,,4.0,No,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42688.39353,True,NO,3. Complete
783,TAS0012036,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.008,TC SAP,SAP,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,The Accenture Selling Platform,Z44749,,,,,,,,The Accenture Selling Platform,Sales,The Accenture Selling Platform,TAS TC SAP Approval Group,,Training Complete,3/14/17 0:00,3/16/17,07_Mar,07_Mar,FY17,FY17,Current project/role,,24.0,No,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42761.50685,True,NO,3. Complete
784,TAS0012761,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.103,TDSADC Testing,Testing,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,San Antonio - Laureate,ITIL Foundations,http://h20195.www2.hpe.com/v2/GetDocument.aspx?docname=c04725118,Hewlett Packard,,,New,ITIL Foundation,http://h20195.www2.hpe.com/v2/GetDocument.aspx?docname=c04725118,Yes,ITIL Foundation - ITIL Foundations,Cert prep,ITIL,TAS TDSADC Testing Approval Group,michael.g.fulton,Training Complete,3/28/17 0:00,3/30/17,07_Mar,07_Mar,FY17,FY17,Current project/role,,24.0,Yes,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,568.0,0,0,0,0,,,568.0,0.0,True,42787.47199,True,NO,3. Complete
785,TAS0004805,TAS,Charlotte GS 201 South College,01.01.206.008,TC SAP,SAP,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,,The Foundational Principles of TASP,Z67106,,,,,,,,The Foundational Principles of TASP,Should not have been approved,The Accenture Selling Platform,TAS TC SAP Approval Group,,Approved,2/12/16 0:00,6/30/17,06_Feb,10_Jun,FY16,FY17,Other,,1.5,No,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42391.39751,True,NO,
786,TAS0009693,TAS,Camden AFS 200 Federal,01.01.206.008,TC SAP,SAP,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,,uperform,https://www.ancile.com/products/uperform-software/overview/,ANCILE,,,,,,,uperform,Leadership,uPerform (eLearning),TAS TC SAP Approval Group,,Training Complete,10/11/16 0:00,10/21/16,02_Oct,02_Oct,FY17,FY17,Current project/role,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42641.47123,True,NO,3. Complete
787,TAS0015299,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.103,TDSADC Testing,Testing,TDSADC,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,ITIL Foundation for IT Service Management,US-A95657-FY17-0002,Hewlett Packard,,,New,ITIL Foundation for IT Service Management,http://h20195.www2.hpe.com/v2/GetDocument.aspx?docname=c04725118,Yes,ITIL Foundation for IT Service Management - ITIL Foundation for IT Service Management,Cert prep,ITIL,TAS TDSADC Testing Approval Group,michael.g.fulton,Approved,5/2/17 0:00,5/4/17,09_May,09_May,FY17,FY17,Career growth,,24.0,No,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,548.0,0,0,0,0,,,548.0,0.0,True,42835.4816,True,NO,2. Approved
788,MyL0188913,MyLearning,,01.01.206.011,TC Security,Security,TC,9,TC,Technology Consulting,,Inclusion & Diversity,Accenture,Classroom,"Leesburg, Virginia National Conference Center",Driving Stronger Performance - (Z87095),Z87095,,,,,,,,Driving Stronger Performance - (Z87095),I&D,Driving Stronger Performance,,,Approved,5/16/17 0:00,5/17/17,09_May,09_May,FY17,FY17,,,16.0,No,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2250.0,0,0,0,0,,,2250.0,0.0,,,,NO,2. Approved
789,MyL0048816,MyLearning,,01.01.206.011,TC Security,Security,TC,3,TC,Technology Consulting,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,NO,3. Complete
790,TAS0015764,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.103,TDSADC Testing,Testing,TDSADC,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,ITIL Foundation for IT Service Management,US-A95657-FY17-0003,Hewlett Packard,,,New,ITIL Foundation for IT Service Management,http://h20195.www2.hpe.com/v2/GetDocument.aspx?docname=c04725118,Yes,ITIL Foundation for IT Service Management - ITIL Foundation for IT Service Management,Cert prep,ITIL,TAS TDSADC Testing Approval Group,michael.g.fulton,Approved,5/16/17 0:00,5/18/17,09_May,09_May,FY17,FY17,Career growth,,24.0,No,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,548.0,0,0,0,0,,,548.0,0.0,True,42842.38514,True,NO,2. Approved
791,TAS0010146,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,3,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TC Security Approval Group,,Training Complete,3/20/17 0:00,3/20/17,07_Mar,07_Mar,FY17,FY17,Career growth,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42663.966739999996,True,NO,3. Complete
792,TAS0013442,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,3,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TC Security Approval Group,,Training Complete,3/29/17 0:00,3/29/17,07_Mar,07_Mar,FY17,FY17,Career growth,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42797.38377,True,NO,3. Complete
793,TAS0010133,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,,,ISACA,,,New,Certified Information System Auditor (CISA),http://www.isaca.org/Certification/CISA-Certified-Information-Systems-Auditor/Pages/default.aspx,No,Certified Information System Auditor (CISA),Cert exam,(SECR) CISA - Certified Information Systems Auditor,TAS TC Security Approval Group,,Training Complete,12/10/16 0:00,12/10/16,04_Dec,04_Dec,FY17,FY17,Career growth,,4.0,No,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0,0.0,0,0,0,0,,,0.0,500.0,True,42663.500089999994,True,NO,3. Complete
794,TAS0008293,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,CCSP Training Seminar OnDemand,https://learning.isc2.org/content/official-isc%C2%B2-ccsp-training-seminar-ondemand-0,ISC2,,,New,Certified Cloud Security Professional-CCSP,https://www.isc2.org/ccsp/default.aspx,Yes,Certified Cloud Security Professional-CCSP - CCSP Training Seminar OnDemand,Cert prep,(SECR) CISSP - Certified Information Systems Security Professional,TAS TC Security Approval Group,,Training Complete,7/8/16 0:00,10/8/16,11_Jul,02_Oct,FY16,FY17,Other,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,549.0,0,395.0,0,0,0,0,,,395.0,625.0,True,42556.633,True,NO,3. Complete
795,TAS0010559,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,10,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,,,Global Knowledge,,,New,CISSP,https://www.isc2.org/cissp/default.aspx,No,CISSP,Cert renewal,(SECR) CISSP - Certified Information Systems Security Professional,TAS TC Security Approval Group,,Approved,11/10/16 0:00,6/28/17,03_Nov,10_Jun,FY17,FY17,Career growth,,6.0,No,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42684.528119999995,True,NO,
796,TAS0009468,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,11,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,,,,CompTIA,,,New,CompTIA Security+,https://certification.comptia.org/certifications/security,Yes,CompTIA Security+ - N/A,Cert exam,(SECR) Security+,TAS TC Security Approval Group,,Training Complete,9/26/16 0:00,10/22/16,01_Sep,02_Oct,FY17,FY17,Career growth,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,0,0.0,0,0,0,0,,,0.0,311.0,True,42628.42566,True,NO,3. Complete
797,TAS0010556,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,10,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,,,CompTia,,,New,Security+,https://www.certmetrics.com/comptia/public/verification.aspx?code=04P34L8GPL1QKLD6,No,Security+,Cert exam,(SECR) Security+,TAS TC Security Approval Group,,Training Complete,11/10/16 0:00,11/10/16,03_Nov,03_Nov,FY17,FY17,Career growth,,1.5,No,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,386.0,0,0.0,0,0,0,0,,,0.0,386.0,True,42684.51985,True,NO,3. Complete
798,TAS0013706,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,,,Cisco,,,New,CCENT,http://www.cisco.com/c/en/us/training-events/training-certifications/certifications/entry/ccent.html,No,CCENT,Should not have been approved,Cisco,TAS TC Security Approval Group,,Training Complete,3/24/17 0:00,3/24/17,07_Mar,07_Mar,FY17,FY17,Current project/role,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.95,0,0.0,0,0,0,0,,,0.0,163.95,True,42800.78188,True,NO,3. Complete
799,TAS0008404,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,,CISSP,http://www.trainingcamp.com/global/default.aspx,Training Camp,,,New,CISSP,http://www.trainingcamp.com/global/noreq/quote.aspx?csid=1638,Yes,CISSP - CISSP,Cert prep,(SECR) CISSP - Certified Information Systems Security Professional,TAS TC Security Approval Group,,Approved,7/10/17 0:00,7/15/17,11_Jul,11_Jul,FY17,FY17,Other,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3795.0,0,0,0,0,,,3795.0,0.0,True,42562.39848,True,NO,
800,TAS0009039,TAS,,01.01.206.011,TC Security,Security,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,,FITSP-Auditor,https://www.fitsi.org/Events/FITSP-Auditor-Training-Sept%202016.htm,Federal IT Security Institute,,,New,FITSP-Auditor,https://www.fitsi.org/Events/FITSP-Auditor-Training-Sept%202016.htm,Yes,FITSP-Auditor - FITSP-Auditor,Cert prep,(SECR) FITSP - Auditor,TAS TC Security Approval Group,,Training Complete,12/13/16 0:00,12/15/16,04_Dec,04_Dec,FY17,FY17,Current project/role,,24.0,No,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0,700.0,0,0,0,0,,,700.0,45.0,True,42594.47775,True,NO,3. Complete
801,TAS0010055,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,"Washington, DC","FOR508: Advanced Digital Forensics, Incident Response, and Threat Hunting",https://www.sans.org/event/cyber-defense-initiative-2016/course/advanced-incident-response-threat-hu,SANS,,,New,GCFA,http://www.giac.org/certification/certified-forensic-analyst-gcfa#__utma=216335632.1698092468.147544,Yes,"GCFA - FOR508: Advanced Digital Forensics, Incident Response, and Threat Hunting",Security,(SECR) GCFA - GIAC Certified Forensic Analyst,TAS TC Security Approval Group,,Training Complete,12/10/16 0:00,12/17/16,04_Dec,04_Dec,FY17,FY17,Career growth,,48.0,Yes,6.0,54.0,0.0,1494.23,0.0,0.0,1494.23,0.0,689.0,0,5910.0,0,0,0,0,,,5910.0,2183.23,True,42661.44597,True,NO,3. Complete
802,TAS0010126,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,,"FOR508: Advanced Digital Forensics, Incident Response, and Threat Hunting",https://www.sans.org/event/cyber-threat-intelligence-summit-2017/course/advanced-incident-response-t,SANS Institute,,,New,GIAC Certified Forensic Analyst (GCFA),http://www.giac.org/certification/certified-forensic-analyst-gcfa#__utma=216335632.708360391.1461591,Yes,"GIAC Certified Forensic Analyst (GCFA) - FOR508: Advanced Digital Forensics, Incident Response, and Threat Hunting",Cert prep,(SECR) GCFA - GIAC Certified Forensic Analyst,TAS TC Security Approval Group,,Training Complete,3/20/17 0:00,3/25/17,07_Mar,07_Mar,FY17,FY17,Current project/role,,36.0,No,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,0,5910.0,0,0,0,0,,,5910.0,689.0,True,42663.462,True,NO,3. Complete
803,TAS0008139,TAS,,01.01.206.011,TC Security,Security,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,,SEC 504,https://www.sans.org/event/crystal-city-2016/course/hacker-techniques-exploits-incident-handling,SANS Institute,,,New,GCIH,http://www.giac.org/certification/certified-incident-handler-gcih#__utma=216335632.1933387035.146669,Yes,GCIH - SEC 504,Cert prep,(SECR) GCIH - GIAC Certified Incident Handler,TAS TC Security Approval Group,,Training Complete,9/6/16 0:00,9/11/16,01_Sep,01_Sep,FY17,FY17,Other,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,0,5620.0,0,0,0,0,,,5620.0,659.0,True,42549.451389999995,True,NO,3. Complete
804,TAS0010095,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,,SEC505 Securing Windows and PowerShell Automation,https://www.sans.org/event/cyber-defense-initiative-2016/course/securing-windows-with-powershell,SANS,,,New,GIAC Certified Windows Security Administrator (GCWN),http://www.giac.org/certification/certified-windows-security-administrator-gcwn#__utma=216335632.163,Yes,GIAC Certified Windows Security Administrator (GCWN) - SEC505 Securing Windows and PowerShell Automation,Cert prep,(SECR) GCWN - Certified Windows Security Administrator,TAS TC Security Approval Group,,Training Complete,12/10/16 0:00,12/17/16,04_Dec,04_Dec,FY17,FY17,Current project/role,,52.0,No,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,0,5820.0,0,0,0,0,,,5820.0,689.0,True,42662.55045,True,NO,3. Complete
805,TAS0010004,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,10,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,,SECURITY 505: Securing Windows and PowerShell Automation,https://www.sans.org/course/securing-windows-with-powershell,SANS,,,New,GIAC Certified Windows Security Administrator (GCWN),http://www.giac.org/certification/certified-windows-security-administrator-gcwn,Yes,GIAC Certified Windows Security Administrator (GCWN) - SECURITY 505: Securing Windows and PowerShell Automation,Cert prep,(SECR) GCWN - Certified Windows Security Administrator,TAS TC Security Approval Group,,Training Complete,12/12/16 0:00,12/17/16,04_Dec,04_Dec,FY17,FY17,Upcoming project/role,,52.0,No,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,0,5820.0,0,0,0,0,,,5820.0,689.0,True,42657.79176,True,NO,3. Complete
806,TAS0012828,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,FOR572: Advanced Network Forensics and Analysis,https://www.sans.org/ondemand/course/advanced-network-forensics-analysis,SANS,,,New,FOR572: Advanced Network Forensics and Analysis,http://www.giac.org/certification/network-forensic-analyst-gnfa#__utma=216335632.1548651229.14878616,Yes,FOR572: Advanced Network Forensics and Analysis - FOR572: Advanced Network Forensics and Analysis,Should not have been approved,(SECR) GNFA - GIAC Network Forensic Analyst,TAS TC Security Approval Group,,Approved,5/22/17 0:00,5/26/17,09_May,09_May,FY17,FY17,Career growth,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,0,5910.0,0,0,0,0,,,5910.0,689.0,True,42789.43336,True,NO,2. Approved
807,TAS0011051,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,6,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,,MGT512: SANS Security Leadership Essentials,https://www.sans.org/event/cyber-defense-initiative-2016/course/security-leadership-essentials-manag,SANS,,,New,GIAC Security Leadership (GSLC),http://www.giac.org/certification/security-leadership-gslc#__utma=216335632.1704648097.1479740244.14,Yes,GIAC Security Leadership (GSLC) - MGT512: SANS Security Leadership Essentials,Cert prep,(SECR) GSLC - GIAC Security Leadership,TAS TC Security Approval Group,,Training Complete,12/12/16 0:00,12/16/16,04_Dec,04_Dec,FY17,FY17,Upcoming project/role,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,0,5530.0,0,0,0,0,,,5530.0,689.0,True,42710.87355,True,NO,3. Complete
